Match Id,Round,W_name,W_seed,W_Wc,W_country,W_set1,W_set2,W_set3,W_set4,W_set5,L_name,L_seed,L_Wc,L_country,L_set1,L_set2,L_set3,L_set4,L_set5
2005_W_64_19,R64,Miss Vilmarie Castellvi,,,PUR,6,6,,,,Miss Shiho Hisamatsu,,,JPN,4,2,,,
2005_W_64_20,R64,Miss Katerina Bondarenko,,1,UKR,7,6,,,,Miss Silvija Talaja,,,CRO,5,3,,,
2005_W_64_21,R64,Miss Julia Vakulenko,,,UKR,7,3,,,,Miss Ivana Abramovic,,,CRO,6,0,,,
2005_W_64_22,R64,Miss Tzvetana Pironkova,20,,BUL,6,6,,,,Miss Adriana Serra-Zanett,,,ITA,2,4,,,
2005_W_64_23,R64,Miss Tatiana Poutchek,,,BLR,6,7,,,,Miss Anastasia Yakimova,12,,BLR,3,5,,,
2005_W_64_24,R64,Miss Melinda Czink,19,,HUN,6,3,6,,,Miss Matea Mezak,,,CRO,4,6,1,,
2005_W_32_1,R32,Miss Katerina Bohmova,,,CZE,7,6,,,,Miss Michelle Gerards,,,NED,6,0,,,
2005_W_32_2,R32,Miss Sofia Arvidsson,,,SWE,6,6,,,,Miss Frederica Piedade,,,POR,0,1,,,
2005_W_32_3,R32,Miss Ashley Harkleroad,,,USA,7,6,,,,Miss Kirsten Flipkens,,,BEL,5,2,,,
2005_W_32_4,R32,Miss Els Callens,,,BEL,7,6,,,,Miss Seiko Okamoto,,,JPN,6,4,,,
2005_W_32_5,R32,Miss Jamea Jackson,5,,USA,7,6,,,,Miss Viktoria Kutuzova,,,UKR,5,2,,,
2005_W_32_6,R32,Miss Meilen Tu,,,USA,6,6,,,,Miss Clarisa Fernandez,,,ARG,2,2,,,
2005_W_32_7,R32,Miss Saori Obata,,,JPN,6,4,6,,,Miss Eva Birnerova,7,,CZE,4,6,2,,
2005_W_32_8,R32,Miss Mara Santangelo,14,,ITA,6,6,,,,Miss Jana Kandarr,,,GER,3,3,,,
2005_W_32_9,R32,Miss Sabine Klaschka,,,GER,3,6,6,,,Miss Severine Beltrame,9,,FRA,6,4,3,,
2005_W_32_10,R32,Miss Katerina Bondarenko,,1,UKR,7,6,,,,Miss Vilmarie Castellvi,,,PUR,5,2,,,
2005_W_32_11,R32,Miss Julia Vakulenko,,,UKR,6,6,,,,Miss Tzvetana Pironkova,20,,BUL,3,3,,,
2005_W_32_12,R32,Miss Tatiana Poutchek,,,BLR,6,6,,,,Miss Melinda Czink,19,,HUN,3,2,,,
2009_W_128_1,R128,Viktoriya Kutuzova,1,,UKR,3,6,6,,,Anna Gerasimou,,,GRE,6,3,4,,
2009_W_128_2,R128,Lauren Riley Albanese,,,USA,7,6,,,,Olga Puchkova,,,RUS,6,1,,,
2009_W_128_3,R128,Shenay Perry,,,USA,6,6,,,,Chin-Wei Chan,,,TPE,2,3,,,
2009_W_128_4,R128,Anna Lapushchenkova,16,,RUS,6,2,6,,,Estrella Cabeza Candela,,,ESP,1,6,0,,
2009_W_128_5,R128,Varvara Lepchenko,2,,USA,7,6,,,,Elizabeth Thomas,,1,GBR,5,4,,,
2009_W_128_6,R128,Mervana Jugic-Salkic,,,BIH,6,6,,,,Lenka Tvaroskova,,,SVK,2,2,,,
2009_W_128_7,R128,Tomoko Yonemura,,,JPN,7,6,,,,Lina Stanciute,,,LTU,5,2,,,
2009_W_128_8,R128,Klara Zakopalova,14,,CZE,6,6,,,,Sofia Arvidsson,,,SWE,2,0,,,
2009_W_128_9,R128,Tatjana Malek,3,,GER,6,6,,,,Julia Vakulenko,,,UKR,2,3,,,
2009_W_128_10,R128,Anastasia Rodionova,,,AUS,6,7,,,,Zuzana Kucova,,,SVK,4,6,,,
2009_W_128_11,R128,Madison Brengle,,,USA,7,7,,,,Stephanie Cohen-Aloro,,,FRA,6,6,,,
2009_W_128_12,R128,Kathrin Woerle,,,GER,7,7,,,,Maret Ani,21,,EST,5,6,,,
2009_W_128_13,R128,Eva Hrdinova,,,CZE,2,6,6,,,Arantxa Rus,4,,NED,6,4,0,,
2009_W_128_14,R128,Lindsay Lee-Waters,,,USA,6,6,,,,Nina Bratchikova,,,RUS,4,2,,,
2009_W_128_15,R128,Aiko Nakamura,,,JPN,6,6,,,,Natalie Grandin,,,RSA,4,2,,,
2009_W_128_16,R128,Polona Hercog,17,,SLO,3,6,6,,,Corinna Dentoni,,,ITA,6,0,3,,
2009_W_128_17,R128,Renata Voracova,,,CZE,6,6,,,,Mara Santangelo,5,,ITA,1,3,,,
2009_W_128_18,R128,Arantxa Parra Santonja,,,ESP,6,3,6,,,Selima Sfar,,,TUN,3,6,3,,
2009_W_128_19,R128,Greta Arn,,,HUN,6,6,,,,Emily Webley-Smith,,1,GBR,0,1,,,
2009_W_128_20,R128,Monique Adamczak,,,AUS,6,6,,,,Carly Gullickson,18,,USA,4,4,,,
2009_W_128_21,R128,Lilia Osterloh,,,USA,6,6,,,,Camille Pin,6,,FRA,3,3,,,
2009_W_128_22,R128,Sesil Karatantcheva,,,KAZ,6,6,,,,Jade Curtis,,1,GBR,1,3,,,
2009_W_128_23,R128,Abigail Spears,,,USA,6,6,,,,Stephanie Nadin Gehrlein,,,GER,0,1,,,
2009_W_128_24,R128,Angela Haynes,23,,USA,6,6,,,,Ekaterina Dzehalevich,,,BLR,1,1,,,
2009_W_128_25,R128,Ekaterina Bychkova,,,RUS,6,6,,,,Mariana Duque Marino,7,,COL,4,1,,,
2009_W_128_26,R128,Regina Kulikova,,,RUS,6,6,,,,Anne Schaefer,,,GER,0,0,,,
2009_W_128_27,R128,Olivia Rogowska,,1,AUS,1,7,6,,,Carmen Klaschka,,,GER,6,5,2,,
2009_W_128_28,R128,Yvonne Meusburger,19,,AUT,6,6,6,,,Tatiana Poutchek,,,BLR,7,1,4,,
2009_W_128_29,R128,Andrea Petkovic,8,,GER,6,6,,,,Tereza Hladikova,,,CZE,1,4,,,
2009_W_128_30,R128,Kristina Kucova,,,SVK,6,5,7,,,Ekaterina Ivanova,,,RUS,2,7,5,,
2009_W_128_31,R128,Karin Knapp,,,ITA,6,6,,,,Olga Savchuk,,,UKR,1,0,,,
2009_W_128_32,R128,Melanie Oudin,15,,USA,2,7,6,,,Sophie Ferguson,,,AUS,6,5,3,,
2009_W_128_33,R128,Alberta Brianti,9,,ITA,6,6,,,,Sharon Elizabet Fichman,,,CAN,2,1,,,
2009_W_128_34,R128,Silvia Soler Espinosa,,,ESP,6,7,,,,Sandra Zahlavova,,,CZE,4,6,,,
2009_W_128_35,R128,Meng Yuan,,,CHN,,,,,,Su-Wei Hsieh,,,TPE,,,,,
2009_W_128_36,R128,Zuzana Ondraskova,,,CZE,6,6,,,,Lenka Wienerova,24,,SVK,4,0,,,
2009_W_128_37,R128,Vitalia Diatchenko,10,,RUS,7,6,,,,Naomi Broady,,1,GBR,6,4,,,
2009_W_128_38,R128,Neuza Silva,,,POR,6,6,,,,Amanda Elliott,,1,GBR,2,3,,,
2009_W_128_39,R128,Irina Begu,,,ROU,6,6,,,,Katalin Marosi,,,HUN,4,4,,,
2009_W_128_40,R128,Julia Schruff,22,,GER,7,6,,,,Anna Tatishvili,,,GEO,6,4,,,
2009_W_128_41,R128,Jorgelina Cravero,,,ARG,3,6,6,,,Julie Ditty,11,,USA,6,1,4,,
2009_W_128_42,R128,Vesna Manasieva,,,RUS,6,6,6,,,Noppawan Lertcheewakarn,,1,THA,7,4,1,,
2009_W_128_43,R128,Naomi Cavaday,,1,GBR,6,6,,,,Rika Fujiwara,,,JPN,0,3,,,
2009_W_128_44,R128,Angelique Kerber,20,,GER,6,7,,,,Yuliana Fedak,,,UKR,2,6,,,
2009_W_128_45,R128,Anastasija Sevastova,12,,LAT,6,4,6,,,Chanelle Scheepers,,,RSA,0,6,3,,
2009_W_128_46,R128,Ksenia Palkina,,,KGZ,6,6,,,,Frederica Piedade,,,POR,4,4,,,
2009_W_128_47,R128,Darya Kustova,,,BLR,6,6,,,,Andreja Klepac,,,SLO,2,1,,,
2009_W_128_48,R128,Evgeniya Rodina,13,,RUS,7,6,,,,Yulia Fedossova,,,FRA,5,1,,,
2009_W_64_1,R64,Viktoriya Kutuzova,1,,UKR,6,6,,,,Lauren Riley Albanese,,,USA,0,4,,,
2009_W_64_2,R64,Shenay Perry,,,USA,6,6,,,,Anna Lapushchenkova,16,,RUS,2,2,,,
2009_W_64_3,R64,Mervana Jugic-Salkic,,,BIH,6,6,,,,Varvara Lepchenko,2,,USA,2,3,,,
2009_W_64_4,R64,Klara Zakopalova,14,,CZE,6,6,,,,Tomoko Yonemura,,,JPN,1,1,,,
2009_W_64_5,R64,Tatjana Malek,3,,GER,6,2,6,,,Anastasia Rodionova,,,AUS,3,6,2,,
2009_W_64_6,R64,Madison Brengle,,,USA,6,6,,,,Kathrin Woerle,,,GER,4,3,,,
2009_W_64_7,R64,Lindsay Lee-Waters,,,USA,7,6,,,,Eva Hrdinova,,,CZE,6,4,,,
2009_W_64_8,R64,Aiko Nakamura,,,JPN,6,7,,,,Polona Hercog,17,,SLO,4,5,,,
2009_W_64_9,R64,Arantxa Parra Santonja,,,ESP,6,6,,,,Renata Voracova,,,CZE,1,2,,,
2009_W_64_10,R64,Greta Arn,,,HUN,7,2,6,,,Monique Adamczak,,,AUS,6,6,1,,
2009_W_64_11,R64,Sesil Karatantcheva,,,KAZ,6,6,,,,Lilia Osterloh,,,USA,2,1,,,
2009_W_64_12,R64,Abigail Spears,,,USA,7,5,6,,,Angela Haynes,23,,USA,6,7,4,,
2009_W_64_13,R64,Regina Kulikova,,,RUS,7,6,,,,Ekaterina Bychkova,,,RUS,6,2,,,
2009_W_64_14,R64,Olivia Rogowska,,1,AUS,6,1,6,,,Yvonne Meusburger,19,,AUT,3,6,3,,
2009_W_64_15,R64,Kristina Kucova,,,SVK,6,7,6,,,Andrea Petkovic,8,,GER,7,6,4,,
2009_W_64_16,R64,Melanie Oudin,15,,USA,6,6,,,,Karin Knapp,,,ITA,1,2,,,
2009_W_64_17,R64,Alberta Brianti,9,,ITA,6,6,,,,Silvia Soler Espinosa,,,ESP,1,1,,,
2009_W_64_18,R64,Zuzana Ondraskova,,,CZE,6,6,,,,Meng Yuan,,,CHN,2,4,,,
2009_W_64_19,R64,Neuza Silva,,,POR,6,7,,,,Vitalia Diatchenko,10,,RUS,3,5,,,
2009_W_64_20,R64,Julia Schruff,22,,GER,6,2,7,,,Irina Begu,,,ROU,2,6,5,,
2009_W_64_21,R64,Vesna Manasieva,,,RUS,6,7,,,,Jorgelina Cravero,,,ARG,3,6,,,
2009_W_64_22,R64,Naomi Cavaday,,1,GBR,6,3,7,,,Angelique Kerber,20,,GER,0,6,5,,
2009_W_64_23,R64,Anastasija Sevastova,12,,LAT,6,6,,,,Ksenia Palkina,,,KGZ,3,1,,,
2009_W_64_24,R64,Darya Kustova,,,BLR,1,6,6,,,Evgeniya Rodina,13,,RUS,6,3,4,,
2009_W_32_1,R32,Viktoriya Kutuzova,1,,UKR,6,6,,,,Shenay Perry,,,USA,0,2,,,
2009_W_32_2,R32,Klara Zakopalova,14,,CZE,6,6,,,,Mervana Jugic-Salkic,,,BIH,2,1,,,
2009_W_32_3,R32,Tatjana Malek,3,,GER,6,6,,,,Madison Brengle,,,USA,0,3,,,
2009_W_32_4,R32,Aiko Nakamura,,,JPN,6,6,,,,Lindsay Lee-Waters,,,USA,3,3,,,
2009_W_32_5,R32,Arantxa Parra Santonja,,,ESP,3,7,6,,,Greta Arn,,,HUN,6,6,3,,
2009_W_32_6,R32,Sesil Karatantcheva,,,KAZ,6,7,,,,Abigail Spears,,,USA,3,5,,,
2009_W_32_7,R32,Regina Kulikova,,,RUS,6,6,,,,Olivia Rogowska,,1,AUS,1,1,,,
2009_W_32_8,R32,Melanie Oudin,15,,USA,6,6,,,,Kristina Kucova,,,SVK,3,0,,,
2009_W_32_9,R32,Alberta Brianti,9,,ITA,6,6,,,,Zuzana Ondraskova,,,CZE,4,4,,,
2009_W_32_10,R32,Neuza Silva,,,POR,6,1,6,,,Julia Schruff,22,,GER,3,6,2,,
2009_W_32_11,R32,Vesna Manasieva,,,RUS,7,6,,,,Naomi Cavaday,,1,GBR,5,2,,,
2009_W_32_12,R32,Anastasija Sevastova,12,,LAT,6,6,,,,Darya Kustova,,,BLR,0,1,,,
2008_W_128_1,R128,Miss Kathrin Woerle,,,GER,7,6,,,,Miss Olivia Sanchez,1,,FRA,6,1,,,
2008_W_128_2,R128,Miss Johanna Larsson,,,SWE,6,7,,,,Miss Jessica Moore,,,AUS,3,5,,,
2008_W_128_3,R128,Miss Yevgenia Savransky,,,ISR,7,6,,,,Miss Margalita Chakhnashvili,,,GEO,6,3,,,
2008_W_128_4,R128,Miss Anastasia Pavlyuchenkova,20,,RUS,6,3,6,,,Miss Kyra Nagy,,,HUN,2,6,3,,
2008_W_128_5,R128,Miss Zuzana Ondraskova,,,CZE,6,6,,,,Miss Ayumi Morita,2,,JPN,1,4,,,
2008_W_128_6,R128,Miss Anna Smith,,1,GBR,3,7,6,,,Miss Julie Coin,,,FRA,6,6,3,,
2008_W_128_7,R128,Miss Alexandra Stevenson,,,USA,6,4,6,,,Miss Neuza Silva,,,POR,4,6,4,,
2008_W_128_8,R128,Miss Ekaterina Dzehalevich,,,BLR,6,6,,,,Miss Emmanuelle Gagliardi,23,,SUI,3,4,,,
2008_W_128_9,R128,Mrs Barbora Zahlavova Strycova,3,,CZE,6,6,8,,,Miss Greta Arn,,,GER,7,3,6,,
2008_W_128_10,R128,Miss Ekaterina Ivanova,,,RUS,6,6,,,,Miss Angela Haynes,,,USA,4,3,,,
2008_W_128_11,R128,Miss Jarmila Gajdosova,,,AUS,6,6,,,,Miss Georgie Stoop,,1,GBR,3,3,,,
2008_W_128_12,R128,Miss Yaroslava Shvedova,14,,RUS,6,6,6,,,Miss Sarah Borwell,,1,GBR,4,7,4,,
2008_W_128_13,R128,Mrs Severine Bremond,4,,FRA,6,6,,,,Miss Marie-Eve Pelletier,,,CAN,4,2,,,
2008_W_128_14,R128,Miss Chanelle Scheepers,,,RSA,4,6,6,,,Miss Tetiana Luzhanska,,,UKR,6,4,0,,
2008_W_128_15,R128,Miss Yulia Fedossova,,,FRA,6,6,,,,Miss Teliana Pereira,,,BRA,2,2,,,
2008_W_128_16,R128,Miss Juliana Fedak,18,,UKR,6,6,,,,Miss Anna Fitzpatrick,,1,GBR,4,3,,,
2008_W_128_17,R128,Miss Lourdes Dominguez-Lino,5,,ESP,3,6,6,,,Miss Lucie Hradecka,,,CZE,6,3,2,,
2008_W_128_18,R128,Miss Corinna Dentoni,,,ITA,6,7,,,,Miss Abigail Spears,,,USA,3,6,,,
2008_W_128_19,R128,Miss Mariana Duque,,,COL,6,4,6,,,Miss Maria-Fernanda Alves,,,BRA,4,6,1,,
2008_W_128_20,R128,Miss Maria Martinez Sanchez,22,,ESP,6,6,,,,Miss Akiko Yonemura,,,JPN,4,4,,,
2008_W_128_21,R128,Miss Viktoria Kutuzova,,,UKR,6,6,,,,Miss Anna Lapushchenkova,6,,RUS,1,2,,,
2008_W_128_22,R128,Miss Nika Ozegovic,,,CRO,6,4,6,,,Miss Sandra Martinovic,,,BIH,4,6,3,,
2008_W_128_23,R128,Miss Kristina Barrois,,,GER,6,6,,,,Miss Angelika Bachmann,,,GER,4,3,,,
2008_W_128_24,R128,Miss Roberta Vinci,19,,ITA,6,6,,,,Miss Jelena Pandzic,,,CRO,2,4,,,
2008_W_128_25,R128,Miss Tatiana Poutchek,,,BLR,7,1,6,,,Miss Alicia Molik,7,,AUS,6,6,3,,
2008_W_128_26,R128,Miss Hana Sromova,,,CZE,0,6,8,,,Miss Margit Ruutel,,,EST,6,2,6,,
2008_W_128_27,R128,Miss Oxana Lyubtsova,,,UKR,6,6,,,,Miss Varvara Lepchenko,,,USA,4,4,,,
2008_W_128_28,R128,Miss Maria Elena Camerin,24,,ITA,6,7,,,,Miss Monique Adamczak,,,AUS,4,6,,,
2008_W_128_29,R128,Miss Stephanie Foretz,8,,FRA,6,2,6,,,Miss Michelle Larcher De Brito,,,POR,0,6,4,,
2008_W_128_30,R128,Miss Anna Korzeniak,,,POL,7,3,6,,,Miss Mashona Washington,,,USA,5,6,4,,
2008_W_128_31,R128,Miss Junri Namigata,,,JPN,4,7,6,,,Miss Betina Jozami,,,ARG,6,6,2,,
2008_W_128_32,R128,Miss Anastasia Yakimova,16,,BLR,6,4,6,,,Miss Ye-Ra Lee,,,KOR,1,6,2,,
2008_W_128_33,R128,Miss Magdalena Rybarikova,9,,SVK,6,6,,,,Miss Anda Perianu,,,ROU,4,2,,,
2008_W_128_34,R128,Miss Sesil Karatancheva,,,BUL,6,6,,,,Miss Elizabeth Thomas,,1,GBR,3,1,,,
2008_W_128_35,R128,Miss Regina Kulikova,,,RUS,6,6,,,,Miss Alberta Brianti,,,ITA,2,1,,,
2008_W_128_36,R128,Miss Andreja Klepac,13,,SLO,6,6,,,,Miss Virginie Pichet,,,FRA,3,1,,,
2008_W_128_37,R128,Miss Lilia Osterloh,10,,USA,7,4,13,,,Miss Stefanie Vogele,,,SUI,5,6,11,,
2008_W_128_38,R128,Miss Kumiko Iijima,,,JPN,6,6,,,,Miss Soledad Esperon,,,ARG,3,2,,,
2008_W_128_39,R128,Miss Rika Fujiwara,,,JPN,6,6,,,,Miss Naomi Broady,,1,GBR,3,0,,,
2008_W_128_40,R128,Miss Vesna Manasieva,17,,RUS,6,6,,,,Miss Anastasija Sevastova,,,LAT,2,4,,,
2008_W_128_41,R128,Miss Alina Jidkova,,,RUS,7,3,6,,,Miss Melinda Czink,11,,HUN,6,6,2,,
2008_W_128_42,R128,Miss Eva Hrdinova,,,CZE,2,6,6,,,Miss TianTian Sun,,,CHN,6,4,1,,
2008_W_128_43,R128,Miss Sunitha Rao,,,USA,5,7,6,,,Miss Raquel Kops-Jones,,,USA,7,5,4,,
2008_W_128_44,R128,Miss Olga Poutchkova,15,,BLR,4,7,6,,,Miss Tara Moore,,1,GBR,6,6,4,,
2008_W_128_45,R128,Miss Mathilde Johansson,12,,FRA,7,6,,,,Miss Jorgelina Cravero,,,ARG,5,3,,,
2008_W_128_46,R128,Miss Kirsten Flipkens,,,BEL,6,6,,,,Miss Agnes Szatmari,,,ROU,2,3,,,
2008_W_128_47,R128,Miss Amanda Elliott,,1,GBR,7,7,,,,Miss Natsumi Hamamura,,,JPN,6,5,,,
2008_W_128_48,R128,Jelena Kostanic Tosic,21,,CRO,6,6,,,,Miss Christina Wheeler,,,AUS,2,3,,,
2008_W_64_1,R64,Miss Kathrin Woerle,,,GER,6,6,6,,,Miss Johanna Larsson,,,SWE,4,7,2,,
2008_W_64_2,R64,Miss Anastasia Pavlyuchenkova,20,,RUS,6,6,,,,Miss Yevgenia Savransky,,,ISR,2,1,,,
2008_W_64_3,R64,Miss Zuzana Ondraskova,,,CZE,6,4,6,,,Miss Anna Smith,,1,GBR,1,6,2,,
2008_W_64_4,R64,Miss Ekaterina Dzehalevich,,,BLR,6,6,,,,Miss Alexandra Stevenson,,,USA,3,2,,,
2008_W_64_5,R64,Mrs Barbora Zahlavova Strycova,3,,CZE,6,6,,,,Miss Ekaterina Ivanova,,,RUS,3,1,,,
2008_W_64_6,R64,Miss Jarmila Gajdosova,,,AUS,6,7,,,,Miss Yaroslava Shvedova,14,,RUS,2,6,,,
2008_W_64_7,R64,Mrs Severine Bremond,4,,FRA,3,6,6,,,Miss Chanelle Scheepers,,,RSA,6,3,2,,
2008_W_64_8,R64,Miss Yulia Fedossova,,,FRA,6,6,,,,Miss Juliana Fedak,18,,UKR,4,2,,,
2008_W_64_9,R64,Miss Corinna Dentoni,,,ITA,6,2,6,,,Miss Lourdes Dominguez-Lino,5,,ESP,2,6,3,,
2008_W_64_10,R64,Miss Maria Martinez Sanchez,22,,ESP,5,6,6,,,Miss Mariana Duque,,,COL,7,1,3,,
2008_W_64_11,R64,Miss Viktoria Kutuzova,,,UKR,6,6,,,,Miss Nika Ozegovic,,,CRO,2,3,,,
2008_W_64_12,R64,Miss Kristina Barrois,,,GER,7,6,,,,Miss Roberta Vinci,19,,ITA,6,4,,,
2008_W_64_13,R64,Miss Tatiana Poutchek,,,BLR,6,6,6,,,Miss Hana Sromova,,,CZE,2,7,3,,
2008_W_64_14,R64,Miss Maria Elena Camerin,24,,ITA,6,7,,,,Miss Oxana Lyubtsova,,,UKR,2,5,,,
2008_W_64_15,R64,Miss Stephanie Foretz,8,,FRA,6,6,,,,Miss Anna Korzeniak,,,POL,2,2,,,
2008_W_64_16,R64,Miss Anastasia Yakimova,16,,BLR,6,5,6,,,Miss Junri Namigata,,,JPN,4,7,0,,
2008_W_64_17,R64,Miss Magdalena Rybarikova,9,,SVK,6,6,,,,Miss Sesil Karatancheva,,,BUL,3,3,,,
2008_W_64_18,R64,Miss Regina Kulikova,,,RUS,6,6,,,,Miss Andreja Klepac,13,,SLO,3,3,,,
2008_W_64_19,R64,Miss Kumiko Iijima,,,JPN,6,4,7,,,Miss Lilia Osterloh,10,,USA,2,6,5,,
2008_W_64_20,R64,Miss Rika Fujiwara,,,JPN,3,6,12,,,Miss Vesna Manasieva,17,,RUS,6,0,10,,
2008_W_64_21,R64,Miss Eva Hrdinova,,,CZE,6,6,7,,,Miss Alina Jidkova,,,RUS,7,2,5,,
2008_W_64_22,R64,Miss Olga Poutchkova,15,,BLR,6,6,,,,Miss Sunitha Rao,,,USA,4,2,,,
2008_W_64_23,R64,Miss Mathilde Johansson,12,,FRA,6,6,,,,Miss Kirsten Flipkens,,,BEL,0,1,,,
2008_W_64_24,R64,Jelena Kostanic Tosic,21,,CRO,6,2,8,,,Miss Amanda Elliott,,1,GBR,4,6,6,,
2008_W_32_1,R32,Miss Anastasia Pavlyuchenkova,20,,RUS,6,6,,,,Miss Kathrin Woerle,,,GER,3,0,,,
2008_W_32_2,R32,Miss Zuzana Ondraskova,,,CZE,6,6,,,,Miss Ekaterina Dzehalevich,,,BLR,3,2,,,
2008_W_32_3,R32,Mrs Barbora Zahlavova Strycova,3,,CZE,6,6,,,,Miss Jarmila Gajdosova,,,AUS,3,4,,,
2008_W_32_4,R32,Mrs Severine Bremond,4,,FRA,6,6,,,,Miss Yulia Fedossova,,,FRA,0,4,,,
2008_W_32_5,R32,Miss Maria Martinez Sanchez,22,,ESP,7,5,6,,,Miss Corinna Dentoni,,,ITA,5,7,3,,
2008_W_32_6,R32,Miss Viktoria Kutuzova,,,UKR,5,6,7,,,Miss Kristina Barrois,,,GER,7,2,5,,
2008_W_32_7,R32,Miss Maria Elena Camerin,24,,ITA,6,6,7,,,Miss Tatiana Poutchek,,,BLR,7,3,5,,
2008_W_32_8,R32,Miss Stephanie Foretz,8,,FRA,6,6,,,,Miss Anastasia Yakimova,16,,BLR,2,1,,,
2008_W_32_9,R32,Miss Magdalena Rybarikova,9,,SVK,7,6,,,,Miss Regina Kulikova,,,RUS,5,2,,,
2008_W_32_10,R32,Miss Rika Fujiwara,,,JPN,6,6,,,,Miss Kumiko Iijima,,,JPN,4,2,,,
2008_W_32_11,R32,Miss Eva Hrdinova,,,CZE,6,6,,,,Miss Olga Poutchkova,15,,BLR,4,1,,,
2008_W_32_12,R32,Miss Mathilde Johansson,12,,FRA,6,6,,,,Jelena Kostanic Tosic,21,,CRO,4,3,,,
2007_W_128_1,R128,Miss Agnes Szavay,1,,HUN,7,6,,,,Miss Marina Erakovic,,,NZL,5,3,,,
2007_W_128_2,R128,Miss Sarah Borwell,,1,GBR,7,6,,,,Miss Marie-Eve Pelletier,,,CAN,6,0,,,
2007_W_128_3,R128,Miss Sorana-Mihaela Cirstea,,,ROU,6,6,,,,Miss Elise Tamaela,,,NED,2,1,,,
2007_W_128_4,R128,Miss Akgul Amanmuradova,24,,UZB,7,6,,,,Miss Shiho Hisamatsu,,,JPN,5,3,,,
2007_W_128_5,R128,Miss Anda Perianu,,,ROU,7,1,10,,,Miss Dominika Cibulkova,2,,SVK,6,6,8,,
2007_W_128_6,R128,Miss Rossana De Los Rios,,,PAR,6,6,,,,Miss Darya Kustova,,,BLR,2,4,,,
2007_W_128_7,R128,Miss Kristina Brandi,,,PUR,7,6,,,,Miss Meng Yuan,,,CHN,5,1,,,
2007_W_128_8,R128,Miss Abigail Spears,21,,USA,7,6,,,,Miss Ivana Lisjak,,,CRO,6,2,,,
2007_W_128_9,R128,Miss Olga Savchuk,3,,UKR,6,2,6,,,Miss Julia Bone,,1,GBR,3,6,1,,
2007_W_128_10,R128,Miss Petra Cetkovska,,,CZE,6,6,,,,Miss Chin-Wei Chan,,,TPE,1,1,,,
2007_W_128_11,R128,Miss Jenifer Widjaja,,,BRA,6,6,,,,Miss Emily Webley-Smith,,1,GBR,2,3,,,
2007_W_128_12,R128,Miss Casey Dell'acqua,13,,AUS,6,6,,,,Miss Rebecca Llewellyn,,1,GBR,1,2,,,
2007_W_128_13,R128,Miss Stephanie Cohen-Aloro,4,,FRA,6,6,6,,,Miss Iryna Kuryanovich,,,BLR,1,7,1,,
2007_W_128_14,R128,Miss Nika Ozegovic,,,CRO,6,6,,,,Miss Caroline Maes,,,BEL,0,3,,,
2007_W_128_15,R128,Miss Andreja Klepac,,,SLO,6,6,,,,Miss Maria Martinez Sanchez,,,ESP,3,3,,,
2007_W_128_16,R128,Miss Renata Voracova,15,,CZE,3,6,6,,,Miss Brenda Schultz-McCarthy,,,NED,6,2,4,,
2007_W_128_17,R128,Mrs Klara Zakopalova,5,,CZE,7,6,,,,Miss Ana Vrljic,,,CRO,6,4,,,
2007_W_128_18,R128,Miss Natalie Grandin,,,RSA,6,6,,,,Miss Karen Paterson,,1,GBR,4,3,,,
2007_W_128_19,R128,Miss Jorgelina Cravero,,,ARG,7,4,8,,,Miss Seiko Okamoto,,,JPN,6,6,6,,
2007_W_128_20,R128,Miss Madalina Gojnea,,,ROU,3,7,6,,,Miss Yulia Beygelzimer,20,,UKR,6,6,4,,
2007_W_128_21,R128,Miss Erika Takao,,,JPN,6,6,,,,Miss Andrea Petkovic,6,,GER,4,4,,,
2007_W_128_22,R128,Miss Ayumi Morita,,,JPN,6,4,6,,,Miss Raquel Kops-Jones,,,USA,0,6,3,,
2007_W_128_23,R128,Miss Paola Suarez,,,ARG,6,6,,,,Miss Margalita Chakhnashvili,,,GEO,3,3,,,
2007_W_128_24,R128,Miss Giulia Gabba,,,ITA,6,6,,,,Miss Stephanie Dubois,22,,CAN,4,3,,,
2007_W_128_25,R128,Miss Evgeniya Rodina,,,RUS,6,7,,,,Miss Galina Voskoboeva,7,,RUS,3,5,,,
2007_W_128_26,R128,Miss Olga Govortsova,,,BLR,6,6,,,,Miss Sandra Zahlavova,,,CZE,3,3,,,
2007_W_128_27,R128,Miss Monica Niculescu,,,ROU,7,6,,,,Miss Magdalena Rybarikova,,1,SVK,5,1,,,
2007_W_128_28,R128,Miss Alize Cornet,23,,FRA,6,7,,,,Miss Emma Laine,,,FIN,3,5,,,
2007_W_128_29,R128,Miss Mathilde Johansson,8,,FRA,6,6,6,,,Miss Julie Ditty,,,USA,2,7,2,,
2007_W_128_30,R128,Miss Anna Fitzpatrick,,1,GBR,7,6,,,,Miss Junri Namigata,,,JPN,5,0,,,
2007_W_128_31,R128,Miss Ekaterina Dzehalevich,,,BLR,6,7,,,,Miss Kathrin Woerle,,,GER,4,6,,,
2007_W_128_32,R128,Miss Su-Wei Hsieh,14,,TPE,4,7,6,,,Miss Selima Sfar,,,TUN,6,6,1,,
2007_W_128_33,R128,Miss Sofia Arvidsson,9,,SWE,7,6,,,,Miss Joanna Sakowicz,,,POL,5,2,,,
2007_W_128_34,R128,Miss Stephanie Foretz,,,FRA,6,6,6,,,Miss Maria Jose Argeri,,,ARG,7,2,2,,
